"SongID","F0525","F1152","ORIGINAL-TEXTURE-Musical Layers (Mean)","F1166","F0133","F0136","F0507","ORIGINAL-TEXTURE-Musical Layers (Std)","F0404","ORIGINAL-EXPRESSIVE_TECHNIQUES-Tremolo Notes in Cents (Mean)","F0945","F1151","F1497","F0529","ORIGINAL-TEXTURE-State Transitions ML1 -> ML0 (Per Sec)","F0151","F1194","F0121","F0927","ORIGINAL-EXPRESSIVE_TECHNIQUES-Vibrato Extent (Std)","ORIGINAL-EXPRESSIVE_TECHNIQUES-Tremolo Higher Notes Coverage (C4+)","F0438","F1489","F0247","F0021","F0246","F1089","F0469","ORIGINAL-EXPRESSIVE_TECHNIQUES-Tremolo Notes in Cents (Max)","ORIGINAL-EXPRESSIVE_TECHNIQUES-Vibrato Rate (Kurtosis)","F0772","ORIGINAL-EXPRESSIVE_TECHNIQUES-Vibrato Base Freq (Kurtosis)","ORIGINAL-EXPRESSIVE_TECHNIQUES-Vibrato to Non Vibrato Notes Ratio","F0909","F1071","F0466","F1077","ORIGINAL-EXPRESSIVE_TECHNIQUES-Vibrato Base Freq (Min)","F0010","ORIGINAL-EXPRESSIVE_TECHNIQUES-Vibrato Length (Kurtosis)","F0437","F0013","F0526","VOICE-TEXTURE-State Transitions ML0 -> ML1 (Per Sec)","ORIGINAL-EXPRESSIVE_TECHNIQUES-Vibrato Rate (Std)","F0778","ORIGINAL-EXPRESSIVE_TECHNIQUES-Vibrato Base Freq (Std)","F0109","F1550","ORIGINAL-EXPRESSIVE_TECHNIQUES-Vibrato Extent (Kurtosis)","ORIGINAL-TEXTURE-Musical Layers (Max)","F1065","ORIGINAL-TEXTURE-ML1-Monophonic Texture (Percentage)","F0946","F1475","F0113","F0753","F1053","F0407","F1059","F0110","ORIGINAL-TEXTURE-State Transitions ML2 -> ML3 (Per Sec)","F0770","F1441","ORIGINAL-EXPRESSIVE_TECHNIQUES-Glissando Direction (Up)","F0958","F0911","F0406","F0917","ORIGINAL-EXPRESSIVE_TECHNIQUES-Vibrato Length (Skewness)","ORIGINAL-EXPRESSIVE_TECHNIQUES-ART-Other Notes Duration (Mean)","F0155","F0891","ORIGINAL-TEXTURE-State Transitions ML1 -> ML2 (Per Sec)","F1537","ORIGINAL-EXPRESSIVE_TECHNIQUES-Glissando Extent (Std)","F0116","F1483","F1096","F0776","ORIGINAL-EXPRESSIVE_TECHNIQUES-Tremolo Notes in Cents (Min)","F1419","F1090","F1486","F1469","ORIGINAL-EXPRESSIVE_TECHNIQUES-Vibrato Higher Notes Coverage (C4+)","F1455","ORIGINAL-VAT-Probability of Creaky Voice (Skewness)","F0897","F0251","F1574","F0011","F0905","F0899","ORIGINAL-EXPRESSIVE_TECHNIQUES-Glissando Length (Std)","F0328","F1101","F0782","F0923","ORIGINAL-EXPRESSIVE_TECHNIQUES-Glissando Slope (Std)","Quadrant"
"MT0000348553",5.7329,7.0447,1.9376,161300,1.0641,6.329,0.06195,1.1105,0.095595,3968.4,0.40944,9.2099,3.2231,10.097,0.36581,0.084867,14.302,775.31,0.42629,17.328,0,1.1603,0.63399,0.060186,1.739,0.36938,5.4234,0.68564,4489.8,1.6271,0.063671,2.0411,0.18182,0.48661,4.5642,0.12208,4.6382,3762.2,144.49,1.1845,7.1341,1507.5,1.7494,0.86505,1.0989,0.047962,183.66,0.13337,0.35058,1.5833,6,3.97,0.32432,0.16483,0.064299,0.038153,0.099727,3.2385,1.2708,3.3469,1.1479,1.297,0.25662,0.61198,0.54545,0.18591,0.0097994,3.8831,-0.086705,-0.14009,0.54277,0.41771,0.46748,1.297,0.0011686,106.52,1.5159,2.0724,2.4676,0.43201,3264.2,0.2447,2.2152,3.1981,-0.21883,0,0.40663,-0.094088,0.47227,0.23025,0.38533,2.5667,-0.011489,0.26819,0.1043,0.78088,6.6432,0.59041,0.078753,1200.6,"Q4"
"MT0000364027",5.7136,21.061,3.6446,402320,0.39257,3.5218,0.096531,1.2023,0.046115,5681,0.31852,22.928,-0.070573,8.9501,0.099768,0.032904,4.6446,260.82,0.32391,20.264,0.55364,0.82699,0.13762,0.037805,3.6787,0.41282,6.8448,0.36859,6895.7,1.7624,0.043172,2.3293,0.1828,0.34982,5.5063,0.058879,6.154,5703.7,83.039,5.7369,4.6656,822.73,0.91242,1.0314,1.0698,0.051351,375.79,0.059541,0.30215,1.9932,7,5.2623,0.018147,0.18323,0.082505,0.15162,0.18371,4.0597,0.68424,4.8199,0.3957,1.5963,0.305,-2.6462,0.33333,0.18189,0.50589,1.7443,0.58571,2.0194,0.40952,0.68835,0.43464,0.26605,0.0046961,69.277,1.6961,0.90646,3.2806,0.4524,4429,0.10092,2.9636,1.0269,-3.2709,0.87316,-1.5304,-3.7526,0.47394,0.29772,-1.695,2.0873,0.076934,0.076095,0.045318,0.64063,7.985,0.62556,0.76669,1783.8,"Q1"
"MT0000369789",7.1077,6.4553,3.3087,134200,0.85854,5.6352,0.055499,1.2862,0.032324,5298.3,0.34568,6.7348,3.7028,10.691,0.066512,0.058865,9.7846,424.27,0.27756,11.182,0.39796,1.2143,0.31511,0.058384,2.0734,0.39099,6.6273,0.57311,5583,1.877,0.049779,3.4247,0.32432,0.28875,5.7213,0.066387,5.6574,4380.5,83.924,2.7121,6.6188,556.65,1.3108,0.6987,0.58817,0.062183,356.69,0.08742,0.28116,1.5422,7,5.2656,0.085521,0.21347,0.08923,0.047139,0.12781,4.3165,0.78771,4.2749,0.30643,1.2637,0.24141,-0.2821,0.22222,0.14702,0.87058,2.1496,0.56343,1.0994,0.71943,0.5468,0.42065,0.63186,0.00036152,135.78,1.3622,0.98954,2.549,0.3732,4751.7,0.15061,3.2043,1.6671,-0.76643,0.48555,-0.66793,-0.61625,0.28241,0.20658,-0.49606,0.8912,0.51766,0.88975,0.063796,0.5973,6.1094,0.53058,0.65154,1679.7,"Q4"
"MT0000377411",0.87033,37.666,0.54479,3992900,0.23346,1.3805,0.38159,0.64888,0.15875,6333.5,0.58003,35.266,0.47006,3.5384,0.39907,0.024675,2.2207,498.48,0.5716,0,0.57675,0.32774,0.05251,0.016905,3.1102,0.47271,3.6543,0.16,6840,0,0.025139,0,0,0.5601,3.2888,0.028438,3.5369,0,60.929,0,4.4289,477.85,0.76988,0.96487,0,0.028561,0,0.065687,0.17795,0,3,3.0683,0.38803,0.10675,0.10671,0.41836,0.16274,2.8645,0.68115,2.8712,-0.39099,0.066512,0.49604,-3.8638,0,0.09911,-0.21492,1.6056,-0.18729,0,0.17705,0.80524,0.63007,0.43233,0.011888,0,1.1402,1.6372,1.2331,0.65526,5816.1,0.14915,1.0159,0.74021,-3.223,0,-2.9072,-1.8023,0.59797,0.40552,-1.8059,0.84893,-0.14195,-0.22087,0,0.38448,4.2576,0.80088,-0.1735,0,"Q2"
"MT0000379144",2.4511,25.837,1.5598,2804900,0.26158,1.8516,0.31644,0.81196,0.11637,5422.9,0.41348,26.087,1.6355,4.722,0.53209,0.028023,2.2621,426.09,0.40646,19.447,0.49857,0.71625,0.10372,0.064844,1.2374,0.38292,5.161,0.22248,6183.9,2.8273,0.035408,2.6683,0.2069,0.4468,4.5536,0.055286,4.9516,4621.5,106.79,1.5585,5.2151,880.75,0.98905,0.89832,0.94368,0.052274,227.85,0.090639,0.18741,1.5436,5,4.3303,0.46892,0.16766,0.11587,0.36492,0.20954,3.483,0.69635,3.652,-0.022871,0.96442,0.41643,-0.017878,0.5,0.13338,0.13681,2.8932,0.22438,0.61036,0.7216,0.7989,0.54418,1.2305,0.0053288,219.44,1.9792,1.4637,2.5515,0.59345,4649.3,0.15718,1.957,0.81981,-0.7173,0.45863,-1.3969,0.034732,0.44492,0.22171,-0.54087,1.619,0.027021,0.18838,0.10684,0.66536,5.5702,0.72469,0.28869,1690.8,"Q3"
"MT0000392975",4.8664,17.418,1.7707,787650,0.7612,4.0863,0.16505,1.045,0.077237,5654.8,0.31847,18.365,1.7566,9.5029,0.93117,0.055204,3.0316,769.98,0.35778,22.997,0.45553,1.7924,0.20892,0.06911,2.1738,0.38153,6.2502,0.49237,6507.8,1.3562,0.061476,1.6406,0.09434,0.34047,5.0016,0.051516,5.3499,5032.4,136.99,1.7817,5.4145,904.28,2.1657,1.7301,1.0343,0.070784,559.3,0.14461,0.25228,1.316,5,4.7411,0.39479,0.19353,0.11317,0.11281,0.20257,4.006,1.2174,4.0535,0.052194,1.4633,0.34384,-0.57975,0.66667,0.18182,0.5308,3.1199,0.54071,0.64505,0.75636,0.67631,0.48741,1.5963,0.0044974,71.483,0.89505,1.5693,2.6919,0.47496,4300.4,0.22364,2.6312,1.275,-0.67338,1,-0.34209,-0.65482,0.39796,0.16288,-0.78074,1.3215,0.43491,0.38724,0.1381,0.6799,6.159,0.58598,0.45071,1620.6,"Q1"
"MT0000414517",5.1788,23.459,2.3774,459500,0.90303,5.6163,0.095684,1.1759,0.10994,4586.3,0.4668,24.748,1.0255,9.7729,0.49884,0.097841,7.9418,664.13,0.45138,21.485,0.15663,1.0571,0.26459,0.041702,3.4111,0.44182,4.8865,0.48124,5003.7,1.5,0.050392,1.5,0.076923,0.50978,4.1959,0.10834,4.4842,4849.2,160.65,1.5,7.8111,1144.2,1.5417,0.79851,1.59,0.048874,256.25,0.12147,0.16598,1.5,6,3.7351,0.14131,0.16326,0.10986,0.049865,0.13148,3.2235,1.1819,3.3877,0.28604,2.4609,0.27341,-0.70775,0.14286,0.15863,-0.19629,4.6956,-0.11279,0.51129,0.36264,0.29824,0.48346,1.4633,0.0073329,65.938,0.84628,2.1835,2.3594,0.4389,3639.7,0.28118,2.2067,1.6987,-1.8962,0.69898,-1.035,-0.49957,0.51917,0.28009,-0.58428,1.5022,-0.14571,-0.085343,0.018617,0.58213,5.727,0.62137,-0.0022482,966.16,"Q1"
"MT0000426771",4.7901,8.9866,3.789,385410,0.48707,3.5722,0.10972,1.2477,0.059985,4144.8,0.3509,5.1423,1.4567,7.4497,0.099768,0.053612,3.3569,322.98,0.37019,14.013,0.044887,0.68652,0.16226,0.053464,1.0367,0.40864,6.1403,0.34572,4805.6,1.5796,0.033502,1.742,0.088889,0.40241,5.3363,0.060795,5.1758,4401.1,74.197,2.3069,5.5107,432.33,0.83083,0.39925,0.69192,0.032818,295.51,0.10175,0.34671,2.0135,7,4.257,0.027606,0.14738,0.072899,0.13013,0.15058,3.7781,0.64339,3.6204,0.33194,0.66512,0.30354,-1.5579,0,0.12457,0.25672,1.6844,0.38619,-1.1183,0.67028,0.58293,0.52666,0.19954,0.00061159,0,2.5478,0.80586,3.1005,0.49009,3200.3,0.12575,2.3895,1.5971,-1.7983,0.2549,-1.7164,0.32469,0.47993,0.26631,-1.1427,0.55051,0.39483,0.12649,0,0.76193,6.3203,0.6424,0.49241,0,"Q3"
"MT0000441552",2.9971,35.449,1.6749,1520100,0.3878,2.4293,0.18684,0.78735,0.13778,5704.6,0.51725,34.913,0.27811,5.8389,0.46558,0.042672,3.9099,593.74,0.43818,12.792,0.62255,0.49847,0.10222,0.030451,3.1102,0.44363,4.4046,0.22773,6555.7,1.9737,0.041805,1.8519,0.15217,0.51691,4.5476,0.060337,4.5236,5083.3,114.95,3.9956,4.4757,1499.8,0.91795,1.6636,1.008,0.04123,89.657,0.093288,0.21238,1.9083,4,3.8081,0.40753,0.14105,0.11465,0.26317,0.18287,3.1694,0.80372,3.2371,0.31418,1.3635,0.35966,-1.4098,0.25,0.13316,-0.22104,2.5314,-0.23906,1.4853,0.24202,0.71915,0.51416,2.3612,0.011377,155.92,0.68104,2.184,1.7657,0.52328,5100.1,0.172,1.8248,1.0233,-1.6052,0.81313,-1.4555,-0.69364,0.49464,0.29169,-1.1968,3.8553,-0.23975,-0.12881,0.1423,0.66047,4.4679,0.67767,-0.066948,1212.3,"Q2"
"MT0000442827",6.5198,1.8544,1.2631,120030,1.1217,6.5183,0.071094,0.96435,0.082582,5247.3,0.46579,-1.941,3.928,11.233,1.4965,0.064255,4.9621,433.64,0.43521,30.876,0.42952,1.2436,0.4018,0.070218,2.6754,0.34631,4.9661,0.70619,6432.9,1.7722,0.073186,2.1567,0.10526,0.4494,4.5644,0.0785,4.6365,3596.4,244.09,1.7946,6.9734,2133.8,2.0807,1.7301,0.99998,0.075418,922.56,0.11551,0.28783,1.6064,5,4.5445,0.40444,0.1763,0.10144,0.034299,0.12917,3.5585,1.6887,3.818,1.4891,1.3635,0.25934,0.7225,0.625,0.1583,0.049244,4.8549,0.041388,0.62861,0.29025,0.53687,0.49895,2.594,0.0047026,117.26,1.0121,2.9751,2.3585,0.3491,3574.3,0.20409,2.3404,3.1187,-0.19806,0.73826,0.57185,-0.32044,0.41795,0.13427,0.38747,3.195,-0.031472,0.13772,0.071971,0.78974,5.8112,0.52318,0.2584,1605.3,"Q1"
"MT0000446304",4.2974,23.867,2.3027,937080,0.72559,3.3361,0.21563,1.2745,0.23539,5151.8,0.36477,24.342,1.6813,8.5253,0.49826,0.068408,4.7871,1015.2,0.37146,16.273,0.35172,0.85168,0.26769,0.061576,1.3364,0.3997,5.7155,0.35696,5907.7,1.1859,0.066349,2.6555,0.20455,0.38632,4.597,0.058307,5.0004,4401.3,189.29,1.6582,5.5248,1467.5,1.5451,1.3287,1.2279,0.065307,501.9,0.15722,0.23705,2.1067,6,4.1605,0.25492,0.19849,0.083314,0.12823,0.16063,3.923,1.3228,4,0.49897,1.8602,0.28004,-0.096024,0.5,0.18298,0.35187,3.2001,0.33989,0.35425,0.35468,0.60097,0.45202,1.9266,0.0093998,142.43,2.8544,1.691,2.6296,0.48295,3213.7,0.27903,2.3893,2.2788,-0.73229,0.66734,0.21402,-0.90857,0.3979,0.20697,-0.80207,1.016,0.12722,0.42735,0.15992,0.75852,5.7599,0.67926,0.37273,890.36,"Q3"
"MT0000456939",3.8429,33.608,1.582,1393700,0.35095,2.4639,0.18098,0.82957,0.087291,5351.6,0.52593,35.312,-1.1927,6.2932,0.23279,0.026389,3.5067,460.14,0.50431,6.1683,0.50576,0.47189,0.08287,0.020385,5.2839,0.44918,4.2453,0.20875,5939.7,1,0.030231,1,0.076923,0.55325,3.8769,0.058436,3.7808,5007,67.076,1,4.4649,536.09,0.74053,1.1312,2.2601,0.037352,204.55,0.067982,0.14844,1,5,3.4998,0.41834,0.13274,0.12106,0.29827,0.22072,3.0283,0.69267,3.192,0.014336,0.99768,0.39188,-2.2459,0.5,0.13196,-0.13824,1.7237,-0.18715,1.4545e-15,0.41796,0.79161,0.62089,2.0951,0.015678,31.111,-0.17387,1.8007,1.8471,0.53941,4524.6,0.12666,1.6831,0.90925,-2.5865,0.63402,-2.2857,-1.7214,0.5915,0.37382,-1.3814,0.79231,-0.32465,-0.27619,0.016419,0.6136,4.7057,0.68994,-0.27539,1147.7,"Q2"
"MT0000460427",6.1934,-3.6746,2.7467,47524,1.1216,6.6673,0.050926,1.4076,0.074934,4404.9,0.25297,-2.6522,5.5684,10.114,0.33256,0.08465,13.395,501.88,0.33959,13.01,0.37238,0.99696,0.43224,0.071493,0.83606,0.27953,8.6042,0.55175,4997.3,3.115,0.054851,2.047,0.13793,0.40164,5.2017,0.1089,6.1381,4300.6,121.35,1.5808,6.7818,754.65,1.6106,0.79851,0.90258,0.061335,608.13,0.10676,0.34881,2.3752,7,4.8727,0.20907,0.19285,0.070667,0.034882,0.10137,3.9106,1.3131,4.2099,1.9812,1.5298,0.24215,0.4266,0.88889,0.2172,0.35577,3.3722,0.45432,-0.31382,0.52416,0.45327,0.39927,1.3635,0.0024327,136.18,2.8888,0.98048,4.0299,0.41633,3101.5,0.21568,3.5772,3.0249,0.41506,0.45205,-0.039638,1.8788,0.39593,0.13882,0.026504,0.69891,0.23242,0.28241,0.17762,0.73618,8.1185,0.55466,0.53504,926.44,"Q4"
"MT0000522789",4.5464,20.474,2.3035,608520,0.55721,4.325,0.15055,1.1274,0.067503,5065,0.35563,12.987,0.88818,8.6678,0.23279,0.046881,2.4645,368.88,0.39627,20.593,0.3309,1.1209,0.14935,0.040231,2.4413,0.43965,6.0701,0.35745,5834.2,2.7154,0.039441,2.5294,0.14,0.46775,4.6304,0.057238,4.8168,4388.9,108.23,2.0689,5.3613,1115.7,1.4314,1.1312,0.62838,0.049794,406.04,0.11895,0.19528,1.5356,6,4.3382,0.25907,0.16819,0.093737,0.096208,0.16051,3.5114,0.96307,3.6827,-0.35339,1.8291,0.29913,-0.64676,0.28571,0.16844,0.017399,2.9971,0.059067,0.11266,0.3839,0.62864,0.54364,1.4965,0.0063523,166.87,0.32474,1.7573,2.8254,0.49379,3854.2,0.13321,2.4656,1.8319,-1.4538,0.47429,-0.78309,-1.3396,0.47299,0.25144,-0.83504,2.3625,0.0060094,0.074059,0.097885,0.65631,5.9587,0.6063,0.16428,1525.2,"Q4"
"MT0000523076",8.1763,-5.8183,2.699,41156,1.2135,6.0894,0.061067,1.3063,0.053116,5553.4,0.43218,-3.4374,3.4535,10.895,0.13302,0.059309,5.2491,321.77,0.42917,22.796,0.14551,1.7228,0.27899,0.054571,1.0702,0.35136,5.5909,0.68164,6217.5,2.2407,0.063207,2.5821,0.23529,0.46352,4.837,0.097346,5.0192,4813.3,104.22,4.5339,6.1411,860.98,1.8651,0.86505,1.1754,0.044417,469.53,0.1115,0.25025,2.2627,6,4.8369,0.19903,0.16942,0.075798,0.046572,0.12566,3.4044,0.96815,4.1634,2.0811,1.0642,0.24366,-0.56215,0.81818,0.15092,0.12395,2.7476,0.52445,1.5984,1.3051,0.52097,0.43401,0.96442,0.0019004,142.42,2.1769,0.83733,2.6598,0.40992,5286.2,0.14412,2.5317,1.6408,-0.77451,0.53634,0.082463,0.11948,0.35355,0.17806,-0.59495,1.1388,0.15828,0.5309,0.12356,0.83524,6.2166,0.5893,0.24508,501.5,"Q3"
"MT0000534539",6.2618,9.7302,2.8969,163560,0.83551,4.9856,0.085925,1.452,0.096781,4376.3,0.38836,8.646,2.9396,11.5,0.33256,0.074232,8.2454,688.6,0.36979,17.253,0.040152,1.1256,0.32868,0.051979,0.93639,0.29761,5.5964,0.68093,5105.8,2.9248,0.068031,2.7864,0.27027,0.42169,4.9467,0.093869,4.9903,3834,97.594,1.6082,5.9351,695.72,1.6854,1.098,0.98812,0.053579,310.12,0.13589,0.32125,2.8237,7,4.3444,0.17896,0.1643,0.089047,0.056318,0.14148,3.6223,1.2836,3.697,1.6181,1.3635,0.27469,0.53123,0.25,0.16081,0.38109,2.7078,0.16306,0.17607,0.40724,0.53425,0.55127,0.99768,0.0036056,213.16,1.7878,1.2796,2.4424,0.34858,3630.1,0.23022,2.2945,2.1743,0.23652,0,0.69237,0.34534,0.47472,0.16489,-0.20643,1.0367,0.17894,0.14027,0.061708,0.91312,6.3655,0.62715,0.21547,1266.2,"Q3"
"MT0000540286",7.4236,-12.098,1.5257,471490,1.5236,8.2254,0.16037,0.89425,0.062911,5896.4,0.15692,-8.7846,1.3667,15.556,1.2637,0.055468,1.115,415.14,0.19558,17.392,0.54177,2.7106,0.21046,0.095021,2.1738,0.27872,8.9685,0.6616,6776.6,2.1334,0.068974,1.7583,0.16901,0.30834,6.08,0.055645,6.5708,4754.3,229.87,2.8527,7.2957,2093.9,3.2926,2.2957,0.74038,0.067785,808.39,0.18056,0.32831,1.9654,5,5.5073,0.46062,0.14882,0.087848,0.031977,0.18819,4.1448,1.8843,4.3323,-0.083831,1.6961,0.24442,0.070507,0.84211,0.26369,0.59473,4.9484,0.58744,1.15,0.38064,0.53895,0.37495,2.6272,0.0030588,35.357,0.99656,2.2978,4.362,0.303,5003.7,0.23862,3.0937,1.1112,-0.55984,0.80775,-0.48334,-0.25278,0.32777,0.074617,-0.0083204,2.4777,0.62787,0.57312,0.036553,0.83251,9.4906,0.46023,1.0521,549.28,"Q1"
"MT0000550961",6.1211,6.408,2.7305,209520,0.67065,4.2383,0.0767,1.5035,0.063181,4371.2,0.28869,9.257,2.897,10.274,0.2993,0.053734,6.0612,614.64,0.34279,12.804,0,1.0909,0.26121,0.077414,1.137,0.35089,6.8329,0.389,4513.8,1.9238,0.066872,3.312,0.34615,0.31529,4.8532,0.082252,5.3521,3956.8,107.23,3.0239,6.3245,1127,1.2687,1.0314,0.83253,0.054408,285.18,0.10246,0.34134,2.5935,7,5.1398,0.25869,0.14892,0.069746,0.1024,0.1471,3.9786,0.87949,4.7004,1.3418,0.76489,0.28534,0.71717,0.27273,0.17063,0.79828,2.8544,0.81746,1.1632,0.70705,0.60374,0.37524,0.93117,0.00034792,76.619,2.1833,1.1696,2.3101,0.39564,3958.7,0.16809,2.4537,1.789,-0.56571,0.030197,0.257,-0.1944,0.36027,0.19936,-0.066464,1.967,0.32913,0.52976,0.082638,0.88196,8.5719,0.58899,0.7285,951.38,"Q4"
"MT0000636335",5.9492,21.665,2.1745,258580,0.86886,5.3507,0.096865,1.0862,0.1059,5029.6,0.41016,22.335,1.0155,11.039,0.59861,0.069152,6.2511,747.84,0.37261,10.45,0.42182,0.99266,0.23967,0.051348,2.7757,0.41822,5.4812,0.45397,5837.3,2.3639,0.074844,2.1075,0.30357,0.38575,4.8297,0.090024,5.0076,4507.3,172.87,2.2369,5.3405,1905.7,1.882,1.1645,0.87829,0.070354,403,0.13298,0.22658,2.7375,6,4.6813,0.20985,0.19985,0.049622,0.065509,0.15263,3.7528,1.6756,4.2111,1.0327,2.3279,0.25191,-0.79683,0.42857,0.18022,0.33234,3.9185,0.3095,0.6317,0.41957,0.59132,0.41,1.6961,0.0074365,80.68,0.92937,3.7883,2.5735,0.35966,3940.9,0.22172,2.3226,1.5982,-0.93877,0.7127,-0.41908,-0.45428,0.38661,0.20162,-0.81726,3.3799,0.39798,0.35447,0.12902,0.8382,5.6549,0.51727,0.31295,1555.8,"Q4"
"MT0000661250",6.6205,10.663,2.6332,363490,1.1074,6.0417,0.12851,1.3625,0.083205,5349.5,0.23159,4.9377,1.3732,12.142,0.37755,0.060322,3.4202,571.62,0.29061,22.169,0.34926,1.6956,0.20717,0.081697,2.3477,0.37321,7.4367,0.58377,5774,1.2904,0.06784,2.0325,0.10417,0.39265,5.6777,0.06212,5.8636,4814.5,153.76,1.7081,5.2756,1262.1,2.3965,1.4419,1.4781,0.07453,300.92,0.14336,0.26055,1.3595,7,4.7145,0.18868,0.18873,0.087307,0.065408,0.15795,3.7935,1.7705,4.0068,0.48967,1.9907,0.26801,-0.054166,0.33333,0.19891,0.14786,3.6758,0.19425,0.15065,0.3999,0.61722,0.47187,1.5788,0.0062689,220.81,1.3076,1.2707,4.014,0.37827,4608.8,0.20008,2.9402,1.573,-0.6469,0.72283,-0.13716,-0.13662,0.42276,0.13507,-0.69185,1.4748,0.076276,0.16906,0.13641,0.80273,9.0872,0.49882,0.37365,1138.7,"Q3"
"MT0000661847",6.7602,9.8663,3.4983,157730,0.81271,5.9768,0.049301,1.544,0.028166,4749.9,0.32435,12.351,0.86099,9.8084,0.033256,0.042812,7.3241,401,0.42315,20.748,0.157,1.1614,0.25797,0.057473,2.8092,0.3863,6.569,0.4435,5347.6,2.3362,0.067571,2.2283,0.26471,0.34887,4.444,0.06651,5.1428,3698.7,78.211,2.2346,5.6607,648.73,1.2779,0.6987,1.0082,0.06022,469.93,0.077133,0.42315,2.2576,8,4.3437,0.096718,0.17638,0.066817,0.054242,0.125,3.9703,0.82844,4.5731,0.30422,0.76489,0.28328,-0.47062,0.4,0.19061,0.45381,2.0343,0.64473,0.77755,1.0106,0.5547,0.43703,0.49884,0,63.538,1.5343,1.1231,3.1093,0.39317,4144.2,0.147,2.6742,2.0776,-1.2712,0.32455,-0.45359,0.64739,0.43238,0.2648,-0.8959,1.0357,0.10164,0.058548,0.057992,0.85365,8.1278,0.60163,0.23733,1211.7,"Q4"
"MT0000664362",5.3435,8.1314,1.5564,65017,1.4603,8.7082,0.20225,1.0768,0.29075,4200.3,0.50803,7.7495,4.6928,11.914,1.4965,0.11548,14.388,762.07,0.4947,13.939,0.1492,0.93888,0.44595,0.070812,2.8761,0.40285,4.6776,0.53329,5369.2,2,0.075021,1.887,0.1,0.51043,4.0368,0.1556,4.3273,4304.7,267,2.0268,6.6565,3141.4,1.9355,1.1312,0.47582,0.07859,706.36,0.14047,0.30491,1.787,6,3.6914,0.39981,0.17325,0.10875,0.023294,0.090082,3.2536,1.7144,3.4383,0.75463,1.164,0.26571,0.85464,0.8,0.13015,-0.073506,5.7399,-0.24399,-0.34631,0.24252,0.41262,0.55237,2.4277,0.0032397,69.022,1.7774,3.472,2.4624,0.4012,3045.9,0.27116,2.5936,2.4156,0.19511,0.68605,-0.061,-0.28351,0.53925,0.21116,0.5846,4.5684,-0.24222,-0.17448,0.024075,0.6238,4.4654,0.53137,-0.28884,1503.6,"Q1"
"MT0000698081",7.9263,8.0919,3.4803,87740,1.0324,6.2917,0.061872,1.5319,0.045465,5275.3,0.31775,10.529,1.3122,12.097,0.16628,0.051433,5.2079,497.56,0.27356,11.948,0.39665,1.5404,0.29765,0.063532,2.1403,0.31867,7.2039,0.55544,6622.1,1.8904,0.066289,2.3949,0.1746,0.34122,5.9394,0.077988,6.1143,4306.6,117.57,3.0175,5.5933,716.91,1.6442,1.3308,1.0096,0.088547,684.13,0.081015,0.35901,2.3351,8,4.979,0.062741,0.1968,0.099401,0.051598,0.13442,3.8152,0.94399,4.489,1.9569,1.6295,0.25031,0.1361,0.7,0.21795,0.52172,2.6347,0.46903,1.2297,0.34211,0.54017,0.40558,0.93117,0.00016367,96.419,2.2722,1.1876,3.4209,0.3773,4293.7,0.19189,3.3943,2.234,-0.2601,0.62451,1.1562,0.14926,0.37206,0.17882,-0.719,1.2696,0.38291,0.45813,0.059086,0.73895,6.3921,0.48477,0.6194,884.52,"Q4"
"MT0000711493",4.1113,29.282,2.1334,1445200,0.59971,3.2786,0.16874,1.1312,0.20162,4743.8,0.43153,29.684,1.2537,8.5412,0.43233,0.059382,4.8008,863.99,0.39584,11.857,0.23722,0.71774,0.16065,0.04511,2.8426,0.4435,5.0071,0.29179,5302,1.5102,0.068434,2.1729,0.25532,0.42466,4.556,0.062384,4.3307,4108.8,222.21,5.0906,5.1347,2606.1,1.5535,1.4639,1.0334,0.048659,272.22,0.12826,0.21248,2.3979,6,4.1148,0.24614,0.18174,0.084678,0.146,0.14475,3.5912,1.409,3.7042,0.034591,1.9288,0.3016,-0.61157,0.4375,0.17351,0.19283,3.877,0.12658,1.4428,0.50771,0.64091,0.48819,1.9954,0.0091329,128.07,1.3911,1.2707,2.6157,0.43831,4049.1,0.24565,2.0907,1.3171,-1.348,0.23758,-1.4091,-0.44216,0.46619,0.24408,-0.81165,4.3978,0.25098,0.088169,0.079261,0.73518,5.3259,0.69628,0.22057,1377.1,"Q4"
"MT0000729701",1.3436,36.663,0.68591,2844000,0.22092,1.4568,0.3055,0.65264,0.12957,6505.2,0.57639,33.927,0.485,3.9808,0.36581,0.027048,2.6225,466.8,0.58256,0,0.58978,0.392,0.054978,0.016058,2.9764,0.47199,3.663,0.13882,7339.8,0,0.031378,0,0.066667,0.59736,3.2434,0.038119,3.5612,5272.1,59.629,0,4.4424,427.78,0.71649,1.0647,0,0.030283,0,0.06306,0.21111,0,3,3.0092,0.4778,0.10712,0.10953,0.3955,0.16581,2.7604,0.60105,2.7795,-0.11607,0.033256,0.47865,-3.1631,0,0.10478,-0.25749,1.6817,-0.30658,0,0.23091,0.79547,0.63017,0.69837,0.011371,0,1.1417,1.602,1.2659,0.60486,5819.6,0.13932,1.0229,0.7615,-2.697,1,-3.1876,-1.5837,0.60361,0.41822,-1.7696,0.52296,-0.22182,-0.28302,0,0.38324,4.3372,0.71253,-0.10133,0,"Q2"
